IID,T1,T2,AGE,SEX,PC1,PC2,PC3,PC4,PC5,pop,super_pop
HG02353,2,2,35,1,-0.0153122,-0.0343505,0.00303066,0.0177578,-0.0251647,CDX,EAS
HG02355,2,2,52,1,-0.0155308,-0.0342729,0.00279146,0.0178416,-0.021231,CDX,EAS
HG02356,2,2,39,1,-0.0154143,-0.0339838,0.00420767,0.018247,-0.0207835,CDX,EAS
HG02360,2,2,59,1,-0.0154295,-0.0341818,0.00412866,0.017617,-0.0209989,CDX,EAS
HG02364,1,1,32,1,-0.0151744,-0.0346862,0.00431622,0.0173994,-0.0222354,CDX,EAS
HG02367,2,2,45,1,-0.0154377,-0.0341126,0.0032757,0.0175439,-0.0217823,CDX,EAS
HG02371,1,1,55,1,-0.0156177,-0.0342316,0.00433696,0.0180886,-0.0215878,CDX,EAS
HG02373,2,2,46,1,-0.0152843,-0.0340147,0.00344363,0.0172257,-0.0190861,CDX,EAS
HG02374,2,1,41,1,-0.0154837,-0.0336713,0.00379608,0.0184675,-0.021415,CDX,EAS
HG02375,1,2,65,1,-0.0154886,-0.0346257,0.00399566,0.0187548,-0.0209679,CDX,EAS
HG02379,2,2,38,1,-0.0155408,-0.0336635,0.00354166,0.018099,-0.0202304,CDX,EAS
HG02380,1,2,53,1,-0.0154891,-0.0346212,0.00513233,0.0181816,-0.0244541,CDX,EAS
HG02382,2,2,51,1,-0.0153634,-0.0341497,0.00339873,0.0181374,-0.019172,CDX,EAS
HG02383,1,2,42,1,-0.0155207,-0.0342601,0.00405254,0.0163178,-0.0221261,CDX,EAS
HG02384,2,1,59,1,-0.0154186,-0.034377,0.003724,0.0190773,-0.0212474,CDX,EAS
HG02385,2,2,56,1,-0.0154869,-0.0344709,0.00463982,0.0187279,-0.023564,CDX,EAS
HG02386,1,2,50,1,-0.0155884,-0.0334245,0.00323479,0.0170189,-0.0195921,CDX,EAS
HG02389,1,1,47,1,-0.0156813,-0.034558,0.00337192,0.0171799,-0.0214039,CDX,EAS
HG02390,2,2,39,1,-0.0153756,-0.0340637,0.00361693,0.0168968,-0.0217798,CDX,EAS
HG02391,1,1,53,1,-0.0154674,-0.0342711,0.0032331,0.0182199,-0.0232361,CDX,EAS
HG02392,1,2,51,1,-0.0156097,-0.034298,0.00373687,0.0169935,-0.020241,CDX,EAS
HG02394,1,1,47,1,-0.0151525,-0.0336702,0.00392206,0.0180899,-0.0232699,CDX,EAS
HG02395,1,2,47,1,-0.015444,-0.034343,0.00335041,0.0175618,-0.0222862,CDX,EAS
HG02396,2,1,54,1,-0.0155114,-0.0346958,0.00344435,0.0176764,-0.0218784,CDX,EAS
HG02397,1,1,45,1,-0.0154742,-0.0339602,0.00389074,0.0173636,-0.0208604,CDX,EAS
HG02398,1,2,37,1,-0.0154501,-0.0340279,0.00394927,0.0169293,-0.0229849,CDX,EAS
HG02399,1,2,60,1,-0.01524,-0.0340132,0.00313252,0.0179818,-0.0242057,CDX,EAS
HG02401,2,2,51,1,-0.0153447,-0.0343268,0.00421275,0.0166274,-0.0226896,CDX,EAS
HG02402,1,2,37,1,-0.0153873,-0.0338164,0.00422898,0.0167494,-0.0233663,CDX,EAS
HG02406,2,1,58,1,-0.015506,-0.034397,0.00399833,0.0169117,-0.0235947,CDX,EAS
HG02407,2,1,46,1,-0.0153374,-0.0344258,0.00301643,0.0177261,-0.0225654,CDX,EAS
HG02408,1,1,50,1,-0.0151853,-0.0335664,0.000239839,0.0137546,-0.0362089,CDX,EAS
HG02409,2,2,48,1,-0.0155065,-0.0339618,0.00330764,0.017151,-0.0234384,CDX,EAS
HG02410,1,2,62,1,-0.0151717,-0.0335801,-0.000202491,0.0139792,-0.0348859,CDX,EAS
HG02419,1,2,40,2,0.0322664,-0.00282485,0.00138676,0.00159055,0.00645527,ACB,AFR
HG02420,2,2,56,1,0.0158157,0.00885357,0.00508999,0.00899324,0.000595189,ACB,AFR
HG02425,1,2,56,2,-0.010796,0.00248901,0.0302943,-0.0496563,-0.0129743,PEL,AMR
HG02427,1,1,50,2,0.0309224,-0.00154729,0.00172375,0.00207237,0.00299416,ACB,AFR
HG02429,1,1,51,1,0.0311281,-0.00142451,0.00196137,0.00201416,0.00877643,ACB,AFR
HG02433,2,2,59,1,0.0290192,-0.000987093,0.000970488,0.00244877,0.00523334,ACB,AFR
HG02439,1,1,54,1,0.0324346,-0.00268357,-0.000612241,-0.000197734,-0.00815551,ACB,AFR
HG02442,2,1,62,1,0.0339313,-0.00379189,0.000705172,0.0010118,0.00804794,ACB,AFR
HG02445,2,2,47,1,0.0271243,0.00112628,0.00222167,0.00326785,0.00434698,ACB,AFR
HG02449,1,2,41,1,0.0324134,-0.00224891,0.00223117,0.00095128,0.0153908,ACB,AFR
HG02450,2,1,34,2,0.03139,-0.00159086,0.00230213,0.00252821,0.011215,ACB,AFR
HG02455,1,1,52,1,0.0286915,0.000147836,0.00023599,0.00116438,-0.00389617,ACB,AFR
HG02461,2,2,31,1,0.0342262,-0.00354637,-0.00117751,-0.000307792,-0.0568149,GWD,AFR
HG02462,2,1,54,2,0.0330118,-0.00239866,-0.000402912,2.5092e-05,-0.0550809,GWD,AFR
HG02464,2,1,54,1,0.0351166,-0.00388366,-0.000807139,-4.98279e-05,-0.0514159,GWD,AFR
HG02465,2,2,46,2,0.0347224,-0.00383731,-0.00166158,4.85672e-05,-0.0511941,GWD,AFR
HG02470,2,2,58,1,0.0321336,-0.00220577,0.00132281,0.000950286,0.0121877,ACB,AFR
HG02471,1,2,47,2,0.0317665,-0.00207969,0.0023614,0.00152423,0.0108121,ACB,AFR
HG02476,1,2,50,2,0.0276262,0.000729235,0.000640484,0.00184067,-0.00516509,ACB,AFR
HG02477,1,1,25,2,0.0289999,0.000274889,0.00150821,0.00119206,-0.00570232,ACB,AFR
HG02479,1,1,60,2,0.0309287,-0.000972932,0.00250228,0.00185773,0.0102325,ACB,AFR
HG02481,1,1,39,1,0.0309436,-0.00176357,0.000214778,0.00110093,-0.00803277,ACB,AFR
HG02484,2,2,62,1,0.030661,-0.00117355,0.00136025,0.0020184,0.00766333,ACB,AFR
HG02485,1,1,58,2,0.0233763,0.00431386,0.00332954,0.00451693,0.00894535,ACB,AFR
HG02489,1,2,73,1,0.0291145,-0.000691706,0.00236687,0.00243798,0.0168588,ACB,AFR
HG02490,2,2,54,1,-0.0108111,0.0121529,-0.0272069,-0.00834468,-0.00672208,PJL,SAS
HG02491,1,1,52,2,-0.0106471,0.0109534,-0.0297995,-0.0103168,-0.00385338,PJL,SAS
HG02493,2,1,60,1,-0.0103738,0.0115643,-0.0283003,-0.00882708,-0.00426213,PJL,SAS
HG02494,2,1,46,2,-0.0108076,0.0124607,-0.0238938,-0.00662992,-0.00540281,PJL,SAS
HG02496,2,2,55,1,0.0313583,-0.0019196,0.00202051,0.00158246,0.00878718,ACB,AFR
HG02497,2,2,51,2,0.0325022,-0.00249348,0.00136584,-0.000658962,0.010033,ACB,AFR
HG02501,2,2,49,1,0.0249267,0.00294698,0.00158759,0.00219727,-0.00170118,ACB,AFR
HG02502,1,1,67,2,0.0266297,0.000660265,0.00152285,0.00230122,-0.00473124,ACB,AFR
HG02505,1,1,60,2,0.0306572,-0.00106635,0.000351113,0.000142582,0.000313233,ACB,AFR
HG02508,2,1,57,2,0.031633,-0.00234599,0.00148578,0.000969007,0.0076919,ACB,AFR
HG02511,2,2,43,2,0.0321876,-0.00283579,0.00160847,0.00194683,0.0129288,ACB,AFR
HG02512,1,1,49,1,-0.0151395,-0.033227,0.0012832,0.0135025,-0.0207328,KHV,EAS
HG02513,1,2,46,2,-0.0151249,-0.03366,0.00196617,0.0156708,-0.0260798,KHV,EAS
HG02521,1,1,39,1,-0.01511,-0.0326327,0.00162938,0.0131092,-0.0212573,KHV,EAS
HG02522,2,1,54,2,-0.0149388,-0.0331672,0.000941298,0.013189,-0.0196145,KHV,EAS
HG02536,2,1,42,1,0.0265151,0.00199296,0.00161398,0.00193142,-0.00172298,ACB,AFR
HG02537,2,1,75,2,0.0329372,-0.00286801,0.000615198,0.00178277,0.00403204,ACB,AFR
HG02541,2,2,49,1,0.0265391,0.00144129,0.000721776,0.00316779,-0.00421031,ACB,AFR
HG02545,2,2,50,1,0.0312204,-0.00137592,-0.000581163,0.000229307,-0.0031553,ACB,AFR
HG02546,1,2,36,2,0.0315727,-0.00136236,-0.000733665,-0.000219755,-0.00390998,ACB,AFR
HG02549,2,1,40,2,0.0338475,-0.00307222,-0.000855204,0.000500272,-0.00351881,ACB,AFR
HG02554,1,1,47,1,0.0298317,-0.00141941,0.000194748,0.00125004,-0.00203788,ACB,AFR
HG02555,1,1,41,2,0.0303378,-0.00140748,0.000492521,0.00112565,-0.00188394,ACB,AFR
HG02557,1,2,44,1,0.0321182,-0.00255079,-0.000179403,0.000409811,-0.000632478,ACB,AFR
HG02558,2,1,50,2,0.0308589,-0.000976625,0.000821854,-0.000269266,-0.00382171,ACB,AFR
HG02561,2,2,37,1,0.0333345,-0.00311017,-0.000393514,0.000266925,-0.046807,GWD,AFR
HG02562,1,1,40,2,0.0347009,-0.00365011,-0.000782726,-0.00063009,-0.0433597,GWD,AFR
HG02568,2,1,50,2,0.033467,-0.0034108,-0.00021141,0.00041502,-0.0499395,GWD,AFR
HG02570,1,1,59,1,0.0345175,-0.00359281,-0.00174583,-0.000392836,-0.048392,GWD,AFR
HG02571,2,2,48,2,0.034515,-0.0036015,-0.000596581,-2.43e-05,-0.0485543,GWD,AFR
HG02573,1,1,28,1,0.0338856,-0.00307762,-0.00159922,-0.000482827,-0.0510991,GWD,AFR
HG02574,1,1,45,2,0.0332691,-0.00235937,-0.000433377,0.00023873,-0.0497535,GWD,AFR
HG02577,1,1,47,2,0.0260412,0.00243434,0.00146493,0.00285741,-0.00637581,ACB,AFR
HG02580,2,1,62,2,0.0285077,-0.000165884,0.0014879,0.00350394,-0.00754599,ACB,AFR
HG02582,2,1,48,1,0.0341359,-0.00342196,-0.000932518,-0.00081974,-0.0519171,GWD,AFR
HG02583,2,2,49,2,0.0347753,-0.00360001,-0.00142992,-0.000619691,-0.0501636,GWD,AFR
HG02585,1,2,42,1,0.0347377,-0.00364849,-0.000844643,-0.000612691,-0.0558177,GWD,AFR
HG02586,1,2,43,2,0.0344297,-0.00363744,-0.00185011,-0.000446937,-0.052523,GWD,AFR
HG02588,2,2,41,1,0.0341088,-0.00322796,-0.000677938,-0.000219132,-0.0521013,GWD,AFR
HG02589,2,1,64,2,0.0339971,-0.00322317,-0.000843724,-0.000982481,-0.0508667,GWD,AFR
HG02594,1,1,45,1,0.0344281,-0.00338101,-0.00112449,-0.000830284,-0.0491547,GWD,AFR
HG02595,1,1,54,2,0.0343568,-0.00332541,-0.000326426,-0.0006535,-0.0504064,GWD,AFR
HG02597,1,2,27,1,-0.0106984,0.0134438,-0.027098,-0.00856243,0.00192501,PJL,SAS
HG02600,2,2,50,1,-0.0107342,0.00772052,-0.0330356,-0.0118298,-0.00240358,PJL,SAS
HG02601,2,1,50,2,-0.0104794,0.00852514,-0.0325432,-0.012847,-0.0026375,PJL,SAS
HG02603,1,1,56,1,-0.0104747,0.0113717,-0.0288493,-0.0100061,-0.0049991,PJL,SAS
HG02604,2,1,62,2,-0.0106286,0.0121171,-0.0258631,-0.00838189,-0.00424002,PJL,SAS
HG02610,2,2,47,1,0.0342119,-0.00306249,-0.000598323,-0.000580232,-0.0534447,GWD,AFR
HG02611,2,2,33,2,0.0347817,-0.00345093,-0.000670672,-0.000203108,-0.0592151,GWD,AFR
HG02613,1,1,66,1,0.0332144,-0.00275744,-0.000470665,0.000158263,-0.0515918,GWD,AFR
HG02614,1,1,33,2,0.0326074,-0.00214078,0.000121885,2.16072e-05,-0.0486542,GWD,AFR
HG02620,1,2,59,1,0.0342517,-0.00353899,-0.00116087,-0.000579202,-0.0499023,GWD,AFR
HG02621,2,1,35,2,0.0349234,-0.00375345,-0.00154363,-0.00106148,-0.0467507,GWD,AFR
HG02623,1,2,45,1,0.0346288,-0.00334229,-0.000201562,-0.000250897,-0.0562156,GWD,AFR
HG02624,1,1,25,2,0.0348836,-0.00375392,-0.00174401,-0.00147845,-0.0540267,GWD,AFR
HG02628,1,1,62,1,0.0346632,-0.00410974,-0.000815489,-0.000602478,-0.0520399,GWD,AFR
HG02629,2,1,53,2,0.0343346,-0.00377779,-0.00130815,-0.0012363,-0.0510454,GWD,AFR
HG02634,2,2,61,1,0.0339005,-0.00325795,-0.000910039,-0.000772205,-0.0445878,GWD,AFR
HG02635,2,1,50,2,0.0341922,-0.00327433,-0.000487314,-0.000765588,-0.0385889,GWD,AFR
HG02642,2,2,58,1,0.0342245,-0.0031998,-0.00022794,0.000538621,-0.0515999,GWD,AFR
HG02643,1,1,43,2,0.0342105,-0.00335363,-0.000652315,-0.000190813,-0.0469511,GWD,AFR
HG02645,1,1,49,1,0.0345433,-0.00341904,-0.00109226,-0.00102668,-0.0576661,GWD,AFR
HG02646,1,2,42,2,0.0345292,-0.00331303,-0.001356,-0.00013888,-0.0569786,GWD,AFR
HG02648,1,2,40,1,-0.0107547,0.0126736,-0.0224582,-0.00741626,-0.00705026,PJL,SAS
HG02649,1,2,72,2,-0.0107612,0.013202,-0.0232371,-0.00759672,-0.00663408,PJL,SAS
HG02651,2,2,66,1,-0.0111381,0.0103388,-0.0276031,-0.00869508,-0.00515467,PJL,SAS
HG02652,2,2,48,2,-0.0107022,0.0110827,-0.0275683,-0.00858906,-0.00297085,PJL,SAS
HG02654,2,2,61,1,-0.010475,0.0135591,-0.0244794,-0.00711696,-0.0040382,PJL,SAS
HG02655,1,2,42,2,-0.0105018,0.0139023,-0.0239209,-0.00614956,-0.00709119,PJL,SAS
HG02657,2,2,42,1,-0.0106542,0.00948357,-0.0295233,-0.0101252,-0.00258227,PJL,SAS
HG02658,2,1,57,2,-0.0106015,0.00963259,-0.0294884,-0.0112699,-0.00219911,PJL,SAS
HG02660,1,2,41,1,-0.0107088,0.0109987,-0.0287893,-0.0100209,-0.00300988,PJL,SAS
HG02661,1,1,53,2,-0.0107242,0.0105472,-0.0292385,-0.0103472,-0.00423043,PJL,SAS
HG02666,1,2,40,1,0.0347554,-0.0032027,-0.00131216,-0.000535216,-0.0575168,GWD,AFR
HG02667,2,2,51,2,0.0343478,-0.00337788,-0.000302334,-0.000246423,-0.0531609,GWD,AFR
HG02675,2,2,57,1,0.0344708,-0.00345278,-0.00153064,-0.000680899,-0.0517102,GWD,AFR
HG02676,1,2,50,2,0.0336193,-0.0031175,-0.000980267,-4.95382e-05,-0.0507975,GWD,AFR
HG02678,2,2,55,1,0.0337634,-0.00301808,-0.00118546,-0.000388937,-0.0532529,GWD,AFR
HG02679,1,2,62,2,0.0346621,-0.00356147,-0.000970611,-0.000542306,-0.0509602,GWD,AFR
HG02681,1,1,61,1,-0.0107279,0.0126402,-0.0256236,-0.00646337,-0.00424411,PJL,SAS
HG02682,2,2,36,2,-0.0108335,0.012109,-0.0252743,-0.00727487,-0.00338031,PJL,SAS
HG02684,2,2,55,1,-0.0105555,0.00764491,-0.0357172,-0.0125283,-0.00474563,PJL,SAS
HG02685,1,2,36,2,-0.0106624,0.00719412,-0.036056,-0.013117,-0.00454969,PJL,SAS
HG02687,2,2,54,1,-0.0105104,0.00616697,-0.0383842,-0.0153482,-0.00438556,PJL,SAS
HG02688,2,1,53,2,-0.010728,0.00672559,-0.0357019,-0.0127254,-0.00566034,PJL,SAS
HG02690,1,2,60,1,-0.0104425,0.0131044,-0.0255514,-0.00686762,-0.00413935,PJL,SAS
HG02691,1,1,63,2,-0.0107688,0.0131857,-0.0249844,-0.00678545,-0.00502488,PJL,SAS
HG02694,2,1,41,2,-0.0104558,0.0140427,-0.0249589,-0.00723285,-0.00270933,PJL,SAS
HG02696,1,2,46,1,-0.0107436,0.00955799,-0.0297486,-0.0109901,-0.00339357,PJL,SAS
HG02697,1,2,37,2,-0.0105343,0.0121425,-0.0260647,-0.00963236,-0.00585973,PJL,SAS
HG02699,1,1,52,1,-0.0108107,0.0128224,-0.025213,-0.00874283,-0.00503438,PJL,SAS
HG02700,2,1,22,2,-0.01081,0.0118668,-0.0258523,-0.00838327,-0.00608612,PJL,SAS
HG02702,2,2,47,1,0.0332691,-0.00308517,-0.000919733,-0.000639074,-0.0513526,GWD,AFR
HG02703,2,2,54,2,0.0347006,-0.00368839,-0.00156359,-0.000794166,-0.0532959,GWD,AFR
HG02715,2,1,53,1,0.034423,-0.00328032,-0.000534249,-0.00022542,-0.0495612,GWD,AFR
HG02716,2,2,49,2,0.0348239,-0.00390561,-0.000293964,-0.000779466,-0.0499266,GWD,AFR
HG02721,2,2,66,1,0.0342813,-0.00336336,-0.00137385,0.000213579,-0.0514612,GWD,AFR
HG02722,2,2,59,2,0.0345954,-0.00342903,-0.00100339,-0.0011057,-0.0462267,GWD,AFR
HG02724,1,2,57,1,-0.0109072,0.00581545,-0.0371049,-0.0147973,-0.00377783,PJL,SAS
HG02725,2,1,68,2,-0.0107638,0.00573236,-0.0375849,-0.0140079,-0.00248489,PJL,SAS
HG02727,1,1,46,1,-0.0105886,0.00575751,-0.0376999,-0.0131558,-0.00329877,PJL,SAS
HG02728,1,1,57,2,-0.0108329,0.00496866,-0.037486,-0.0148897,-0.00439733,PJL,SAS
HG02731,2,2,43,2,-0.0106168,0.00988513,-0.0300531,-0.0106889,0.00060477,PJL,SAS
HG02733,1,2,46,1,-0.0103993,0.0119777,-0.0297243,-0.0106912,-0.00471823,PJL,SAS
HG02734,1,1,47,2,-0.0107412,0.0118631,-0.0251775,-0.00715345,-0.00615322,PJL,SAS
HG02736,1,1,47,1,-0.0107011,0.0114883,-0.0249692,-0.00790145,-0.00317725,PJL,SAS
HG02737,2,1,63,2,-0.0106513,0.0125457,-0.0253396,-0.00672471,-0.00583239,PJL,SAS
HG02756,1,2,36,1,0.0347507,-0.0036938,-0.000971906,-0.000622678,-0.0538005,GWD,AFR
HG02757,2,1,60,2,0.0341388,-0.0035166,-0.00105925,-0.000530271,-0.0545719,GWD,AFR
HG02759,2,1,63,1,0.0343112,-0.00368252,-7.43059e-05,0.000594435,-0.0490794,GWD,AFR
HG02760,2,2,38,2,0.0339916,-0.00358227,-9.49372e-05,4.92168e-05,-0.0488533,GWD,AFR
HG02763,2,1,51,2,0.03409,-0.00329651,-0.000485762,-0.00102639,-0.0523084,GWD,AFR
HG02768,2,1,65,1,0.0345465,-0.00365318,-0.00106821,-0.000483291,-0.0499943,GWD,AFR
HG02769,1,1,53,2,0.0342312,-0.00350766,-0.00112211,-0.00100587,-0.0476578,GWD,AFR
HG02771,2,2,71,1,0.0350933,-0.00378291,-0.000590846,-0.000403701,-0.0516381,GWD,AFR
HG02772,1,2,54,2,0.0346593,-0.0035938,-0.0014853,-0.000362558,-0.0538977,GWD,AFR
HG02774,2,2,53,1,-0.010532,0.00754661,-0.032174,-0.0109136,-0.00463212,PJL,SAS
HG02775,1,2,36,2,-0.0108159,0.00615824,-0.0363258,-0.0132088,-0.00358409,PJL,SAS
HG02778,1,1,56,2,-0.0108474,0.00594408,-0.036716,-0.0151894,0.00109581,PJL,SAS
HG02780,1,2,35,1,-0.0110982,0.0063552,-0.0362611,-0.0143537,0.000233727,PJL,SAS
HG02783,2,1,65,1,-0.0108366,0.00566833,-0.0375886,-0.0138199,-0.00467522,PJL,SAS
HG02784,2,2,34,2,-0.0105674,0.00678285,-0.0364046,-0.0147413,-0.00285307,PJL,SAS
HG02786,1,1,45,1,-0.0104288,0.00531082,-0.0387917,-0.01521,-0.00170204,PJL,SAS
HG02787,1,1,53,2,-0.0108629,0.00581309,-0.0368832,-0.0149397,-0.00392103,PJL,SAS
HG02789,2,2,47,1,-0.0106596,0.00592057,-0.0368418,-0.014382,-0.00320373,PJL,SAS
HG02790,1,1,44,2,-0.010734,0.00588547,-0.0362086,-0.014577,-0.00414414,PJL,SAS
HG02792,1,2,51,1,-0.0108838,0.00529398,-0.0377725,-0.0146316,-0.00363553,PJL,SAS
HG02793,2,2,48,2,-0.0107781,0.00568592,-0.0390332,-0.0132571,-0.00496134,PJL,SAS
HG02798,2,2,56,1,0.0344946,-0.00374889,-0.000823376,-0.000447195,-0.0495334,GWD,AFR
HG02799,1,1,46,2,0.034371,-0.00329165,-0.00091916,-0.000112141,-0.0485618,GWD,AFR
HG02804,2,2,46,1,0.0349976,-0.00392191,-0.00095755,-0.00190765,-0.0539219,GWD,AFR
HG02805,1,1,45,2,0.0347913,-0.00383734,-0.00107488,1.28254e-05,-0.0532803,GWD,AFR
HG02807,1,1,65,1,0.0337359,-0.00304879,-0.000448578,-1.80252e-05,-0.0444251,GWD,AFR
HG02808,1,1,53,2,0.0341259,-0.00335795,-0.000885254,-0.000452617,-0.0525565,GWD,AFR
HG02810,1,2,52,1,0.0314327,-0.00102804,0.000445676,0.00163084,-0.041669,GWD,AFR
HG02811,2,1,65,2,0.0344718,-0.00384431,-0.000993193,-0.00105136,-0.0496057,GWD,AFR
HG02813,1,2,58,1,0.0343026,-0.00344482,-0.00113174,-0.0010851,-0.0575895,GWD,AFR
HG02814,1,2,27,2,0.0344046,-0.00371328,-0.0016644,-0.000423572,-0.0477268,GWD,AFR
HG02816,1,1,42,1,0.0340919,-0.00342647,-0.0012184,-0.000379353,-0.0514029,GWD,AFR
HG02817,2,1,60,2,0.0340592,-0.00323723,-0.000857348,-0.00080305,-0.0465189,GWD,AFR
HG02819,1,1,74,1,0.0345642,-0.00374888,-0.00089355,-0.000454356,-0.0499915,GWD,AFR
HG02820,1,2,45,2,0.0345163,-0.00358522,-0.00148392,-0.00121095,-0.0476172,GWD,AFR
HG02836,1,1,53,1,0.0338826,-0.00361169,-0.00132724,-0.00118959,-0.0513835,GWD,AFR
HG02837,2,2,45,2,0.0342785,-0.00347859,-0.00187527,-0.00113521,-0.0536439,GWD,AFR
HG02839,1,1,43,1,0.0340374,-0.00338844,-0.00160962,-0.000629938,-0.0568019,GWD,AFR
HG02840,2,2,54,2,0.0337402,-0.00328348,-0.00118633,-0.000175084,-0.0495096,GWD,AFR
HG02851,2,2,49,1,0.0344736,-0.00322646,-0.00108686,-0.000935964,-0.0400091,GWD,AFR
HG02852,2,2,66,2,0.0336493,-0.00313802,-0.00102995,-0.000197593,-0.056458,GWD,AFR
HG02854,2,2,51,1,0.034741,-0.00382932,-0.000919747,-0.000934833,-0.0422089,GWD,AFR
HG02855,1,1,63,2,0.0341459,-0.00325738,-0.00123227,-0.000813029,-0.0526006,GWD,AFR
HG02860,1,1,49,1,0.0344119,-0.00367553,-0.0017102,-0.00186444,-0.0515787,GWD,AFR
HG02861,1,1,57,2,0.0341671,-0.003515,-0.00102684,-0.000868651,-0.0550727,GWD,AFR
HG02870,2,2,64,2,0.0341255,-0.00319079,-0.00148493,-0.000979302,-0.0434049,GWD,AFR
HG02878,1,1,52,1,0.0339565,-0.00380338,-0.00229891,-2.15834e-06,-0.0589582,GWD,AFR
HG02879,1,2,51,2,0.0341831,-0.00341665,-0.0014551,-0.000245858,-0.0531398,GWD,AFR
HG02881,2,2,48,1,0.0346363,-0.00395688,-0.00109423,5.93973e-06,-0.0494864,GWD,AFR
HG02882,2,2,57,2,0.0342598,-0.00365741,-0.000931665,-0.00100459,-0.0510585,GWD,AFR
HG02884,2,2,40,1,0.0341385,-0.00327995,-0.0014275,-0.000715371,-0.0495991,GWD,AFR
HG02885,2,2,66,2,0.0336817,-0.0034391,-0.00147899,-0.000619727,-0.0493086,GWD,AFR
HG02887,2,2,73,1,0.0347224,-0.00365423,-0.00138761,-0.00106321,-0.0572778,GWD,AFR
HG02888,2,1,43,2,0.0341174,-0.00321088,-0.00171101,-0.00049682,-0.0534302,GWD,AFR
HG02890,2,2,40,1,0.0340386,-0.00314039,-0.00122793,-0.000672987,-0.049548,GWD,AFR
HG02891,2,1,54,2,0.0340089,-0.00357268,-0.00127608,-0.00014681,-0.0464337,GWD,AFR
HG02895,1,2,56,1,0.0339823,-0.00340073,-0.00120288,-0.000499423,-0.058448,GWD,AFR
HG02896,1,2,36,2,0.0344225,-0.0033434,-0.00114261,-0.0012623,-0.0603176,GWD,AFR
HG02922,1,1,55,2,0.0358526,-0.00436951,-0.00125905,-0.000529288,0.00571899,ESN,AFR
HG02923,2,2,50,1,0.0354318,-0.00416128,-0.00082127,-0.000608124,0.00469241,ESN,AFR
HG02938,2,1,66,1,0.0354306,-0.00421755,-0.000869183,-0.0011804,0.00277908,ESN,AFR
HG02941,1,2,53,1,0.0353955,-0.00425222,-0.00188384,-0.00154576,0.00468971,ESN,AFR
HG02943,1,1,58,2,0.0358323,-0.00411057,-0.00077437,2.25571e-05,0.00553536,ESN,AFR
HG02944,1,2,58,1,0.0354999,-0.00430041,-0.000576311,-0.00112937,0.00480956,ESN,AFR
HG02946,2,1,62,2,0.035782,-0.00386202,-0.0015049,-0.00152388,0.00511495,ESN,AFR
HG02947,1,1,43,1,0.035766,-0.00430557,-0.000943128,-0.00140296,0.00577016,ESN,AFR
HG02952,2,2,53,2,0.0356345,-0.00429102,-0.000968224,-0.000774796,0.00224312,ESN,AFR
HG02953,1,1,33,1,0.03541,-0.00409201,-0.000881826,-0.000754909,0.00662729,ESN,AFR
HG02968,2,2,60,1,0.0352909,-0.00448386,-0.000861422,-0.000251756,0.00495139,ESN,AFR
HG02970,1,2,68,2,0.0355327,-0.00426818,-0.0012838,-0.00144256,0.00372176,ESN,AFR
HG02971,2,1,56,1,0.0359359,-0.00381805,-0.000880602,-0.000681664,0.00930332,ESN,AFR
HG02973,2,1,48,1,0.0356328,-0.00396905,-0.000871038,-0.000969091,0.00451035,ESN,AFR
HG02974,2,1,48,2,0.0351453,-0.00404223,-0.00133634,-0.00129494,0.00718375,ESN,AFR
HG02976,2,1,51,2,0.0354188,-0.00411616,-0.000980823,-0.00120567,0.00356695,ESN,AFR
HG02977,2,2,48,1,0.0356069,-0.00402036,-0.000734233,-0.000287265,0.00521007,ESN,AFR
HG02979,2,1,55,2,0.0351424,-0.00440582,-0.00055376,-0.000317107,0.00641615,ESN,AFR
HG02981,2,1,58,1,0.0353754,-0.00434586,-0.000314613,0.000102592,0.00334355,ESN,AFR
HG02982,2,2,49,1,0.0343622,-0.00388794,-0.000542611,3.36849e-05,-0.0537068,GWD,AFR
HG02983,2,2,69,2,0.034177,-0.00364475,-0.00056605,0.000751819,-0.0546046,GWD,AFR
HG03006,1,1,46,1,-0.0111176,0.00275445,-0.035229,-0.0127567,-0.00182767,BEB,SAS
HG03007,1,1,50,2,-0.0110988,0.00272619,-0.0345173,-0.0131647,0.000103022,BEB,SAS
HG03009,1,1,48,1,-0.011155,0.00300288,-0.0342203,-0.0128612,-0.00169643,BEB,SAS
HG03012,2,1,55,1,-0.0112366,0.00230354,-0.0346799,-0.0127727,-0.00373101,BEB,SAS
HG03015,2,2,56,1,-0.0109686,0.00569363,-0.0358073,-0.0138258,-0.0026603,PJL,SAS
HG03016,2,2,46,2,-0.010835,0.0056884,-0.0356186,-0.0141454,-0.00421187,PJL,SAS
HG03018,2,2,71,1,-0.010744,0.00648788,-0.0363003,-0.0147099,0.000593344,PJL,SAS
HG03019,2,1,45,2,-0.0107574,0.00558341,-0.0374869,-0.014633,0.00181504,PJL,SAS
HG03021,2,2,46,1,-0.0107892,0.00618386,-0.0369702,-0.0145043,0.00325112,PJL,SAS
HG03022,1,2,56,2,-0.0107779,0.00783774,-0.0350028,-0.0134933,0.00141962,PJL,SAS
HG03024,1,2,61,1,0.0346994,-0.00373263,-0.000974835,-0.001324,-0.0487662,GWD,AFR
HG03025,1,2,41,2,0.0348617,-0.00406343,-0.001436,7.06536e-05,-0.0495747,GWD,AFR
